gamma,C,mean_auc,std_auc,scores
2.6940949975676305,3.5199108488303286,0.9036132563089085,0.030047685795509285,"[0.9440559440559441, 0.9125874125874126, 0.9178321678321678, 0.8548951048951048, 0.888695652173913]"
2.9032591423675727,3.6342411856642793,0.9036114320462147,0.028056676774889537,"[0.9388111888111887, 0.9143356643356644, 0.9178321678321678, 0.8566433566433567, 0.8904347826086956]"
2.9032591423675727,3.7522850898247744,0.9036114320462147,0.028056676774889537,"[0.9388111888111887, 0.9143356643356644, 0.9178321678321678, 0.8566433566433567, 0.8904347826086956]"
2.9032591423675727,4.0,0.9036114320462147,0.028056676774889537,"[0.9388111888111887, 0.9143356643356644, 0.9178321678321678, 0.8566433566433567, 0.8904347826086956]"
2.9032591423675727,3.8741631818108924,0.9036114320462147,0.028056676774889537,"[0.9388111888111887, 0.9143356643356644, 0.9178321678321678, 0.8566433566433567, 0.8904347826086956]"
2.6940949975676305,3.4091772534487963,0.9032636059592581,0.030617333007399602,"[0.9440559440559441, 0.9125874125874126, 0.9178321678321678, 0.8531468531468531, 0.888695652173913]"
2.6940949975676305,3.6342411856642793,0.9032636059592581,0.029581596361768422,"[0.9423076923076923, 0.9125874125874126, 0.9178321678321678, 0.8548951048951048, 0.888695652173913]"
2.6940949975676305,3.7522850898247744,0.9029139556096079,0.0301559942863259,"[0.9423076923076923, 0.9125874125874126, 0.9178321678321678, 0.8531468531468531, 0.888695652173913]"
2.6940949975676305,3.301927248894627,0.9029139556096079,0.0301559942863259,"[0.9423076923076923, 0.9125874125874126, 0.9178321678321678, 0.8531468531468531, 0.888695652173913]"
2.796722355203492,3.5199108488303286,0.9029139556096079,0.029124840049202218,"[0.9405594405594405, 0.9125874125874126, 0.9178321678321678, 0.8548951048951049, 0.888695652173913]"
2.9032591423675727,3.5199108488303286,0.9029121313469141,0.027491743600438528,"[0.937062937062937, 0.9125874125874126, 0.9178321678321678, 0.8566433566433567, 0.8904347826086956]"
2.6940949975676305,3.1980512441714235,0.9025643052599575,0.030051761306714258,"[0.9423076923076923, 0.9108391608391608, 0.9178321678321678, 0.8531468531468531, 0.888695652173913]"
2.595233610663802,3.1980512441714235,0.9025643052599575,0.02999067682839802,"[0.9423076923076923, 0.9125874125874126, 0.916083916083916, 0.8531468531468531, 0.888695652173913]"
2.796722355203492,3.0,0.9025643052599575,0.028356331045414424,"[0.937062937062937, 0.9160839160839161, 0.916083916083916, 0.8548951048951048, 0.888695652173913]"
