gamma,C,mean_auc,std_auc,scores
1.4590812272681346,0.5273301797460717,0.9168084394776898,0.028254460288852777,"[0.8770102339181286, 0.9145205479452055, 0.8982648401826485, 0.9366210045662101, 0.9576255707762559]"
1.4590812272681346,0.5952702883262637,0.9167719298245615,0.028167766407107497,"[0.8771929824561404, 0.9148858447488585, 0.8978995433789955, 0.9364383561643835, 0.9574429223744293]"
1.7082629933755134,0.75853803814645,0.9167354401986701,0.028073037944867242,"[0.8775584795321636, 0.9145205479452055, 0.8978995433789955, 0.9360730593607306, 0.9576255707762558]"
1.7082629933755134,0.8562664797438788,0.9166624008651766,0.027729493363584438,"[0.8777412280701754, 0.9148858447488585, 0.8980821917808219, 0.9357077625570777, 0.9568949771689498]"
1.4590812272681346,0.6719636572567564,0.9165893415044462,0.02753779653453216,"[0.8777412280701754, 0.9152511415525114, 0.8978995433789955, 0.9360730593607306, 0.9559817351598174]"
1.4590812272681346,0.75853803814645,0.9165162621164784,0.02749117398018919,"[0.8775584795321637, 0.9152511415525115, 0.8982648401826485, 0.9353424657534247, 0.9561643835616439]"
2.0,2.0,0.916480173035328,0.02600216280721569,"[0.881578947368421, 0.91324200913242, 0.8982648401826484, 0.9338812785388128, 0.9554337899543379]"
2.0,1.5695199407029223,0.9164434430825923,0.026818363204963697,"[0.8797514619883041, 0.9143378995433791, 0.897716894977169, 0.9342465753424657, 0.9561643835616438]"
1.7082629933755134,1.3903855923551212,0.9164069334294641,0.026290833823763654,"[0.8799342105263158, 0.9137899543378996, 0.8991780821917807, 0.9336986301369863, 0.955433789954338]"
1.7082629933755134,0.6719636572567564,0.9164066530481454,0.028218358384259474,"[0.877375730994152, 0.914703196347032, 0.8966210045662101, 0.935890410958904, 0.9574429223744292]"
2.0,1.7717335808201653,0.9163338740687335,0.026466435649411958,"[0.8799342105263158, 0.9137899543378996, 0.898447488584475, 0.9338812785388128, 0.9556164383561643]"
1.4590812272681346,0.4671442938180245,0.9163333133060962,0.029457581780953077,"[0.8748172514619883, 0.9145205479452057, 0.8966210045662101, 0.936986301369863, 0.9587214611872147]"
2.0,1.3903855923551212,0.9162972442521831,0.02698587199145012,"[0.8790204678362573, 0.9147031963470319, 0.8975342465753425, 0.9342465753424657, 0.9559817351598174]"
1.7082629933755134,1.0911189562337038,0.9162606945445807,0.026882723229792394,"[0.8788377192982455, 0.9141552511415526, 0.8980821917808219, 0.9347945205479452, 0.955433789954338]"
1.7082629933755134,1.5695199407029223,0.9162243451093488,0.025794639803129203,"[0.8804824561403508, 0.9130593607305937, 0.8997260273972604, 0.9331506849315069, 0.954703196347032]"
1.7082629933755134,1.231696422132053,0.9161877152927982,0.026536438939862576,"[0.8795687134502924, 0.9136073059360731, 0.8982648401826484, 0.9342465753424657, 0.9552511415525115]"
1.7082629933755134,0.9665860477143505,0.9161875550749018,0.027194522456293356,"[0.8781067251461988, 0.9143378995433791, 0.8980821917808219, 0.9344292237442923, 0.9559817351598173]"
