gamma,C,mean_auc,std_auc,scores
3.4771922212922437,2.36482256221443,0.9095751221661459,0.0291357726621295,"[0.8729897660818714, 0.902283105022831, 0.8858447488584474, 0.9419178082191781, 0.9448401826484019]"
3.4771922212922437,2.3430145497011052,0.9095751021389089,0.02936012824184086,"[0.8728070175438597, 0.9015525114155252, 0.886027397260274, 0.9422831050228311, 0.9452054794520548]"
3.5000000000000004,2.43147206554714,0.9095386325402547,0.028758536656158552,"[0.8733552631578949, 0.9021004566210045, 0.886392694063927, 0.9411872146118722, 0.9446575342465754]"
3.387437723451813,2.3,0.9095385324040695,0.029188121017385032,"[0.8724415204678362, 0.9033789954337899, 0.8854794520547945, 0.9424657534246575, 0.9439269406392694]"
3.5000000000000004,2.3430145497011052,0.9095020628054155,0.029475335230374183,"[0.8729897660818714, 0.8999086757990867, 0.8865753424657533, 0.9417351598173516, 0.9463013698630137]"
3.5000000000000004,2.3,0.9095020027237041,0.029846601803627252,"[0.8724415204678363, 0.8995433789954337, 0.8865753424657534, 0.9422831050228311, 0.9466666666666667]"
3.5000000000000004,2.4090494220564596,0.9094655531522872,0.02886842105582714,"[0.8731725146198831, 0.9017351598173515, 0.886392694063927, 0.9411872146118722, 0.9448401826484019]"
3.387437723451813,2.3214076471642247,0.909465493070576,0.029212239476289925,"[0.8726242690058479, 0.9031963470319635, 0.8851141552511416, 0.9422831050228311, 0.9441095890410959]"
3.4771922212922437,2.3214076471642247,0.909465473043339,0.029663835134954842,"[0.8724415204678363, 0.9011872146118721, 0.885662100456621, 0.9422831050228311, 0.9457534246575343]"
3.4545330696615104,2.3,0.9094654530161019,0.029513993884307563,"[0.8722587719298246, 0.9017351598173515, 0.8858447488584474, 0.9424657534246575, 0.9450228310502283]"
3.5000000000000004,2.386833556570032,0.9094290034446848,0.029024057352483965,"[0.8729897660818714, 0.9013698630136987, 0.8863926940639268, 0.9411872146118722, 0.9452054794520548]"
3.5000000000000004,2.3214076471642247,0.9094289633902107,0.02961796712262598,"[0.8726242690058479, 0.8997260273972603, 0.8865753424657533, 0.9419178082191781, 0.9463013698630137]"
3.365363457742443,2.454103411664054,0.9093924737643194,0.02865517291717821,"[0.8729897660818713, 0.9048401826484018, 0.8847488584474886, 0.9428310502283106, 0.9415525114155251]"
3.3434330391666265,2.4090494220564596,0.9093924537370824,0.028696237728080182,"[0.8728070175438596, 0.9044748858447489, 0.8851141552511416, 0.9431963470319635, 0.9413698630136987]"
3.365363457742443,2.4090494220564596,0.9093741488424257,0.028967580653014132,"[0.8724415204678363, 0.9042922374429224, 0.884931506849315, 0.9427397260273973, 0.9424657534246575]"
3.4771922212922437,2.3,0.9093559040294801,0.029660703466850662,"[0.872624269005848, 0.9004566210045662, 0.885662100456621, 0.9422831050228311, 0.9457534246575343]"
3.365363457742443,2.3,0.909355884002243,0.02907121897245791,"[0.8724415204678363, 0.9035616438356164, 0.8851141552511416, 0.9422831050228311, 0.94337899543379]"
3.3434330391666265,2.386833556570032,0.9093376592165345,0.028703743370420868,"[0.8728070175438597, 0.9044748858447489, 0.8849315068493151, 0.9429223744292238, 0.9415525114155252]"
3.365363457742443,2.36482256221443,0.9093193743491147,0.028988163040149607,"[0.8726242690058479, 0.9039269406392694, 0.8847488584474886, 0.9421004566210046, 0.9431963470319634]"
3.365363457742443,2.4769454029429343,0.9092828446687495,0.02866107563683502,"[0.8726242690058479, 0.9050228310502282, 0.8847488584474886, 0.9428310502283106, 0.9411872146118723]"
3.3434330391666265,2.43147206554714,0.9092828446687495,0.0285878852936159,"[0.8726242690058479, 0.9044748858447489, 0.885296803652968, 0.943013698630137, 0.9410045662100457]"
3.365363457742443,2.3214076471642247,0.9092828046142755,0.029049072329904203,"[0.8722587719298245, 0.9039269406392694, 0.8849315068493151, 0.9422831050228311, 0.9430136986301371]"
3.365363457742443,2.386833556570032,0.9092645598013298,0.028964602430681,"[0.8724415204678363, 0.904109589041096, 0.8847488584474886, 0.9420091324200913, 0.9430136986301371]"
3.365363457742443,2.43147206554714,0.9092280301209646,0.02882539338314214,"[0.8724415204678363, 0.9044748858447489, 0.8847488584474886, 0.9425570776255708, 0.9419178082191781]"
3.3434330391666265,2.36482256221443,0.9092279900664906,0.02909861407020631,"[0.8720760233918128, 0.904109589041096, 0.8847488584474886, 0.9429223744292238, 0.9422831050228312]"
3.5000000000000004,2.36482256221443,0.909209805335256,0.029173928420357393,"[0.8728070175438598, 0.9002739726027398, 0.8863926940639268, 0.9413698630136986, 0.9452054794520548]"
3.3216455303433365,2.3,0.9091915004405993,0.028808010504624598,"[0.8724415204678363, 0.904109589041096, 0.8849315068493151, 0.9427397260273973, 0.9417351598173517]"
3.365363457742443,2.5,0.9091732756548906,0.028618927669131135,"[0.8728070175438597, 0.9046575342465754, 0.8845662100456622, 0.943013698630137, 0.9408219178082192]"
3.365363457742443,2.3430145497011052,0.9091732356004165,0.02898033327523015,"[0.8724415204678362, 0.9039269406392694, 0.884566210045662, 0.9421004566210046, 0.9428310502283105]"
3.3216455303433365,2.3214076471642247,0.9091184210526316,0.028862673135288498,"[0.8722587719298246, 0.9039269406392695, 0.8849315068493151, 0.9429223744292238, 0.9415525114155251]"
3.3434330391666265,2.454103411664054,0.9090636465593207,0.02842729075014544,"[0.8724415204678363, 0.9044748858447489, 0.885296803652968, 0.942648401826484, 0.9404566210045663]"
3.3434330391666265,2.3,0.9090635864776095,0.029022492635008567,"[0.8718932748538011, 0.9037442922374429, 0.884931506849315, 0.9422831050228311, 0.9424657534246575]"
3.3434330391666265,2.3214076471642247,0.9090453016101898,0.02904183357248501,"[0.8717105263157895, 0.9039269406392694, 0.8849315068493151, 0.9423744292237444, 0.9422831050228311]"
3.3434330391666265,2.5,0.9090270968517183,0.02840099526415739,"[0.8722587719298245, 0.9044748858447489, 0.8854794520547945, 0.9424657534246575, 0.9404566210045663]"
3.3216455303433365,2.386833556570032,0.9090270567972443,0.028772098101735286,"[0.8718932748538011, 0.9042922374429224, 0.8851141552511416, 0.943013698630137, 0.9408219178082192]"
3.3216455303433365,2.36482256221443,0.9089905871985902,0.028680549210465096,"[0.8724415204678362, 0.9042922374429224, 0.884566210045662, 0.9428310502283106, 0.9408219178082192]"
3.3434330391666265,2.4769454029429343,0.9089905671713531,0.028502377632570446,"[0.8722587719298246, 0.9044748858447488, 0.8851141552511417, 0.9424657534246575, 0.9406392694063928]"
3.3434330391666265,2.3430145497011052,0.9089722422494593,0.029031067323756682,"[0.8717105263157895, 0.9039269406392694, 0.8847488584474886, 0.9425570776255707, 0.9419178082191781]"
3.2999999999999994,2.36482256221443,0.9089174477289113,0.028621171591991734,"[0.8717105263157895, 0.9039269406392695, 0.885662100456621, 0.943013698630137, 0.9402739726027399]"
3.2999999999999994,2.386833556570032,0.9089174277016742,0.028635970032917013,"[0.8715277777777778, 0.9039269406392694, 0.8858447488584474, 0.9428310502283105, 0.9404566210045663]"
3.3216455303433365,2.3430145497011052,0.9088992429704398,0.02883259195438247,"[0.8722587719298246, 0.9039269406392694, 0.8843835616438357, 0.9429223744292238, 0.9410045662100457]"
3.3216455303433365,2.454103411664054,0.908880938075783,0.02832126320636768,"[0.8718932748538011, 0.9048401826484018, 0.8854794520547946, 0.9422831050228311, 0.9399086757990868]"
3.3216455303433365,2.4090494220564596,0.9088443883681808,0.02862565782653332,"[0.8717105263157894, 0.904109589041096, 0.8852968036529681, 0.9424657534246575, 0.9406392694063928]"
3.2999999999999994,2.3430145497011052,0.9088443683409437,0.028841723243261924,"[0.8715277777777777, 0.9039269406392695, 0.8851141552511416, 0.9431963470319635, 0.9404566210045663]"
3.3216455303433365,2.5,0.9088078787150524,0.028305202601247175,"[0.8718932748538011, 0.9052054794520548, 0.8851141552511416, 0.9428310502283105, 0.9389954337899543]"
3.3216455303433365,2.43147206554714,0.9087713290074502,0.028493533211713,"[0.8717105263157895, 0.9042922374429224, 0.885296803652968, 0.9421004566210046, 0.9404566210045663]"
3.2999999999999994,2.3214076471642247,0.9087347993270848,0.028770586236249986,"[0.8717105263157894, 0.9033789954337901, 0.8851141552511416, 0.943013698630137, 0.9404566210045663]"
3.2999999999999994,2.43147206554714,0.9087347592726107,0.028571149724296818,"[0.8713450292397661, 0.9042922374429224, 0.8854794520547945, 0.9428310502283105, 0.9397260273972603]"
3.2999999999999994,2.4090494220564596,0.9087347392453738,0.02858247316657552,"[0.8711622807017544, 0.9042922374429224, 0.885662100456621, 0.9424657534246575, 0.9400913242009132]"
3.3216455303433365,2.4769454029429343,0.9086982896739565,0.028237179297852553,"[0.8718932748538011, 0.9046575342465752, 0.885296803652968, 0.9422831050228311, 0.9393607305936073]"
3.2999999999999994,2.3,0.9086982496194824,0.029005986895740035,"[0.8715277777777778, 0.9031963470319635, 0.8847488584474886, 0.943013698630137, 0.9410045662100457]"
3.2999999999999994,2.4769454029429343,0.9085886605783866,0.028475288824741308,"[0.8715277777777777, 0.9042922374429224, 0.8851141552511416, 0.9431963470319635, 0.9388127853881278]"
3.2999999999999994,2.454103411664054,0.9084790515100536,0.028439807335132704,"[0.8713450292397661, 0.9042922374429224, 0.8851141552511416, 0.943013698630137, 0.9386301369863014]"
3.2999999999999994,2.5,0.9084426019386365,0.02810335237723099,"[0.8720760233918128, 0.9042922374429224, 0.8849315068493151, 0.9422831050228311, 0.9386301369863014]"
