gamma,C,mean_auc,std_auc,scores
3.4771922212922437,2.5,0.9102693062565089,0.028533906992334372,"[0.8740862573099415, 0.9046575342465754, 0.8863926940639268, 0.9417351598173516, 0.9444748858447489]"
3.4545330696615104,2.454103411664054,0.9101962669230153,0.028526555201952658,"[0.8742690058479532, 0.9048401826484018, 0.8858447488584476, 0.9419178082191781, 0.9441095890410959]"
3.4545330696615104,2.43147206554714,0.9101597572698872,0.028494784591282903,"[0.8744517543859649, 0.9044748858447489, 0.8858447488584476, 0.9419178082191781, 0.9441095890410959]"
3.4545330696615104,2.4769454029429343,0.910159757269887,0.02851889196616224,"[0.8744517543859649, 0.9046575342465754, 0.885662100456621, 0.9419178082191781, 0.9441095890410959]"
3.40965677982428,2.454103411664054,0.9101231875350477,0.028649022683957505,"[0.8740862573099415, 0.9046575342465754, 0.885662100456621, 0.9422831050228311, 0.9439269406392695]"
3.4771922212922437,2.4769454029429343,0.9101231875350475,0.028535379571492374,"[0.8740862573099415, 0.9042922374429222, 0.8862100456621004, 0.9417351598173516, 0.9442922374429225]"
3.4545330696615104,2.4090494220564596,0.9100866778819195,0.02867389373207138,"[0.8742690058479532, 0.9041095890410958, 0.8856621004566211, 0.9419178082191781, 0.9444748858447488]"
3.432021576578235,2.454103411664054,0.9100866778819194,0.02861985906757253,"[0.8742690058479532, 0.9042922374429223, 0.885662100456621, 0.9421004566210046, 0.9441095890410959]"
3.5000000000000004,2.5,0.9100501682287911,0.02843899590997135,"[0.8744517543859649, 0.9031963470319635, 0.8865753424657534, 0.9413698630136986, 0.9446575342465754]"
3.4545330696615104,2.5,0.9100501682287911,0.02858898572610482,"[0.8744517543859649, 0.9044748858447489, 0.8852968036529679, 0.9419178082191781, 0.9441095890410959]"
3.4771922212922437,2.454103411664054,0.9100501281743171,0.02850249723786028,"[0.8740862573099415, 0.9041095890410958, 0.8862100456621005, 0.9415525114155251, 0.9442922374429225]"
3.40965677982428,2.43147206554714,0.9100135784667147,0.02878143161351304,"[0.8739035087719298, 0.9042922374429223, 0.8854794520547945, 0.9424657534246575, 0.9439269406392695]"
3.432021576578235,2.5,0.9100135584394777,0.02862860178053824,"[0.8737207602339181, 0.9046575342465752, 0.8858447488584476, 0.9419178082191781, 0.9439269406392694]"
3.432021576578235,2.4769454029429343,0.9099770888408237,0.028519618892456123,"[0.8742690058479533, 0.9039269406392695, 0.8858447488584476, 0.9419178082191781, 0.9439269406392695]"
3.40965677982428,2.5,0.9099222342385647,0.0285663804060964,"[0.8737207602339181, 0.9050228310502283, 0.8854794520547945, 0.9423744292237444, 0.9430136986301371]"
3.432021576578235,2.386833556570032,0.9099040495073301,0.028745968998240386,"[0.8744517543859649, 0.9035616438356163, 0.8851141552511416, 0.9419178082191781, 0.9444748858447488]"
3.432021576578235,2.4090494220564596,0.9099040294800929,0.028711244498983293,"[0.8742690058479532, 0.9037442922374429, 0.885296803652968, 0.9417351598173516, 0.9444748858447489]"
3.40965677982428,2.4769454029429343,0.9099039894256189,0.028554880937827456,"[0.8739035087719298, 0.9046575342465754, 0.8854794520547945, 0.9422831050228311, 0.9431963470319634]"
3.4545330696615104,2.386833556570032,0.9099039693983819,0.028826614778504418,"[0.8737207602339182, 0.9037442922374429, 0.885662100456621, 0.9419178082191781, 0.9444748858447489]"
3.432021576578235,2.43147206554714,0.9099039693983817,0.028727148628242338,"[0.8737207602339181, 0.9041095890410958, 0.885662100456621, 0.9417351598173516, 0.9442922374429225]"
3.387437723451813,2.454103411664054,0.9099039493711448,0.0288276535324001,"[0.8735380116959064, 0.9048401826484018, 0.8851141552511416, 0.943013698630137, 0.9430136986301371]"
3.432021576578235,2.36482256221443,0.9098674797724906,0.028753416929759055,"[0.8740862573099415, 0.903744292237443, 0.885296803652968, 0.9419178082191781, 0.9442922374429225]"
3.387437723451813,2.43147206554714,0.9098674397180165,0.028722067373856415,"[0.8737207602339182, 0.9044748858447488, 0.885296803652968, 0.942648401826484, 0.9431963470319634]"
3.4545330696615104,2.36482256221443,0.9098674196907794,0.028901881337179115,"[0.8735380116959065, 0.90337899543379, 0.8858447488584476, 0.9419178082191781, 0.9446575342465754]"
3.4545330696615104,2.3430145497011052,0.9098673796363054,0.029127233946698375,"[0.873172514619883, 0.9031963470319635, 0.8858447488584474, 0.9422831050228311, 0.9448401826484019]"
3.5000000000000004,2.4769454029429343,0.9098309100376513,0.02864039695222299,"[0.8737207602339182, 0.9028310502283106, 0.8865753424657534, 0.9413698630136986, 0.9446575342465754]"
3.432021576578235,2.3430145497011052,0.9098308900104142,0.029124014246314556,"[0.8735380116959064, 0.9031963470319635, 0.885296803652968, 0.9424657534246575, 0.9446575342465754]"
3.387437723451813,2.4769454029429343,0.9098308699831771,0.02875895609142012,"[0.8733552631578947, 0.9048401826484017, 0.885296803652968, 0.9430136986301371, 0.9426484018264841]"
3.40965677982428,2.4090494220564596,0.909794400384523,0.028752751968313485,"[0.8739035087719298, 0.9037442922374429, 0.885296803652968, 0.9421004566210046, 0.9439269406392695]"
3.40965677982428,2.36482256221443,0.909794400384523,0.028855598411099657,"[0.8739035087719298, 0.9033789954337901, 0.885296803652968, 0.9421004566210046, 0.9442922374429225]"
3.387437723451813,2.4090494220564596,0.909794400384523,0.028722569574108184,"[0.8739035087719298, 0.904109589041096, 0.8851141552511416, 0.9424657534246575, 0.94337899543379]"
3.4771922212922437,2.43147206554714,0.9097943603300489,0.0287467120448108,"[0.8735380116959065, 0.90337899543379, 0.8860273972602741, 0.9415525114155251, 0.9444748858447488]"
3.40965677982428,2.386833556570032,0.9097578506769205,0.028849588476165255,"[0.8737207602339181, 0.9035616438356164, 0.885296803652968, 0.9421004566210046, 0.9441095890410959]"
3.40965677982428,2.3214076471642247,0.9097578106224466,0.029076952023565136,"[0.8733552631578947, 0.90337899543379, 0.885296803652968, 0.9422831050228311, 0.9444748858447488]"
3.40965677982428,2.3430145497011052,0.9097213209965552,0.02886029996259169,"[0.8737207602339181, 0.9033789954337901, 0.885296803652968, 0.9419178082191781, 0.9442922374429225]"
3.387437723451813,2.36482256221443,0.9097213009693181,0.028892991317115178,"[0.8735380116959064, 0.9035616438356164, 0.885296803652968, 0.9422831050228311, 0.9439269406392694]"
3.432021576578235,2.3214076471642247,0.9097212809420812,0.02908803848821693,"[0.8733552631578947, 0.9031963470319634, 0.885296803652968, 0.9421004566210046, 0.9446575342465754]"
3.4545330696615104,2.3214076471642247,0.9096846911800048,0.02924510282433077,"[0.8728070175438596, 0.902648401826484, 0.8858447488584474, 0.9422831050228311, 0.9448401826484019]"
3.387437723451813,2.386833556570032,0.9096482416085877,0.028858111867410382,"[0.8735380116959065, 0.9039269406392694, 0.884931506849315, 0.9419178082191781, 0.9439269406392695]"
3.387437723451813,2.5,0.9096481815268767,0.02882791671546929,"[0.8729897660818714, 0.9050228310502282, 0.8849315068493151, 0.9433789954337901, 0.9419178082191781]"
3.432021576578235,2.3,0.9096481815268765,0.029105472227787355,"[0.8729897660818713, 0.9031963470319635, 0.8854794520547945, 0.9421004566210046, 0.9444748858447488]"
3.5000000000000004,2.454103411664054,0.9096117319554594,0.028629293148208144,"[0.8737207602339182, 0.9024657534246575, 0.8862100456621005, 0.9413698630136986, 0.9442922374429225]"
3.40965677982428,2.3,0.9096116318192742,0.0291979868052572,"[0.8728070175438596, 0.9030136986301369, 0.8854794520547945, 0.9424657534246575, 0.9442922374429223]"
3.4771922212922437,2.4090494220564596,0.909575182247857,0.028766699217533137,"[0.8735380116959065, 0.9026484018264839, 0.8858447488584474, 0.9415525114155251, 0.9442922374429225]"
3.387437723451813,2.3430145497011052,0.9095751622206201,0.028913486550121263,"[0.8733552631578947, 0.9031963470319635, 0.8852968036529679, 0.9421004566210046, 0.9439269406392695]"
3.4771922212922437,2.386833556570032,0.9095751622206201,0.028924099580729064,"[0.8733552631578948, 0.902648401826484, 0.8856621004566211, 0.9419178082191781, 0.9442922374429225]"
